,OBJECTID,ID,SUB_1,SUB_2,VOLTAGE,TYPE,STATUS,SHAPE_Length,geometry
91234,91235,310980,UNKNOWN303706,UNKNOWN305903,-999999.0,AC; OVERHEAD,IN SERVICE,0.0080205422329053,"MULTILINESTRING ((-111.1165648 31.8745379, -111.116304 31.874298, -111.115381 31.874557, -111.114434 31.87435, -111.11256 31.873912, -111.110276 31.872287, -111.10976 31.872277, -111.1093158 31.8724943))"
36270,36271,124271,TAP145832,LEEDS,230.0,AC; OVERHEAD,IN SERVICE,0.1916921197570762,"MULTILINESTRING ((-86.5797215 33.5241718, -86.5806721 33.5257626, -86.5877669 33.532608, -86.5937207 33.5383435, -86.5986883 33.5431772, -86.6016711 33.5460199, -86.603014 33.5472778, -86.5986645 33.5525171, -86.5931978 33.5591821, -86.5865428 33.5672033, -86.580375 33.5746494, -86.5757284 33.5802336, -86.5666847 33.5849957, -86.558865 33.5922027, -86.5540163 33.5966672, -86.5443547 33.6054766, -86.5423582 33.6072978, -86.5420492 33.6143446, -86.5419541 33.616601, -86.5409558 33.6245179, -86.5400764 33.6314248, -86.5386741 33.6423381, -86.5377353 33.6496095, -86.5366657 33.6580377, -86.5359765 33.6636758, -86.5346692 33.6739125, -86.5342414 33.6770574, -86.5350875 33.679467))"
74152,74153,206410,TAP204916,TAP206496,69.0,AC,NOT AVAILABLE,0.0153042398237588,"MULTILINESTRING ((-116.0431755 44.5259359, -116.0426701 44.5259272, -116.0416243 44.5271685, -116.0411391 44.5277267, -116.0402534 44.5277409, -116.0393961 44.5277479, -116.037328 44.5277597, -116.0361197 44.5277691, -116.031894 44.5277833, -116.0287033 44.5277833))"
32912,32913,164095,UNKNOWN121407,TAP160508,69.0,AC; OVERHEAD,IN SERVICE,0.0194048513521569,"MULTILINESTRING ((-83.55187 38.140988, -83.550696 38.141162, -83.548926 38.141326, -83.546177 38.141528, -83.540944 38.141964, -83.539204 38.141053, -83.537293 38.141777, -83.535104 38.142638, -83.5343 38.142959, -83.533499 38.14318, -83.5331886 38.1433929))"
81629,81630,301353,UNKNOWN301160,UNKNOWN306132,138.0,AC; OVERHEAD,IN SERVICE,0.0558552202720663,"MULTILINESTRING ((-101.867896 32.1075217, -101.867842 32.108909, -101.868308 32.110455, -101.853146 32.113886, -101.851186 32.114305, -101.821923 32.127416, -101.8203 32.128116, -101.819401 32.12832, -101.8188728 32.1281766))"
88970,88971,308709,JANES CREEK,TAP310166,60.0,AC; OVERHEAD,IN SERVICE,0.0305515518826755,"MULTILINESTRING ((-124.0723743 40.9051366, -124.0697576 40.9050026, -124.0684084 40.9049853, -124.0668947 40.9038705, -124.0662323 40.9034168, -124.0654592 40.9028377, -124.0642667 40.9019734, -124.0624274 40.9006734, -124.0616021 40.9000586, -124.0605857 40.8993309, -124.0588676 40.8980859, -124.0583755 40.8977303, -124.0574955 40.8970524, -124.056273 40.8961934, -124.0555217 40.8956493, -124.0546207 40.8949827, -124.0535667 40.8942197, -124.0527371 40.8936074, -124.0514451 40.8928921, -124.0500313 40.8913774, -124.0489691 40.8899733, -124.0472885 40.889076))"
55738,55739,171906,99 ISLANDS,TAP170094,-999999.0,OVERHEAD,IN SERVICE,0.0053453272589978,"MULTILINESTRING ((-81.4965008 35.0287116, -81.4960729 35.0290658, -81.4935304 35.0314754, -81.4925132 35.0319216, -81.4924775 35.0320941))"
42248,42249,131511,SIBLEY,DOGWOOD,345.0,AC; OVERHEAD,IN SERVICE,0.4437878828521944,"MULTILINESTRING ((-94.1645395 39.1693862, -94.1645973 39.1688461, -94.1648744 39.1679753, -94.1649349 39.1655366, -94.1649456 39.1639686, -94.1650207 39.1614438, -94.1650851 39.1599381, -94.1651011 39.1584325, -94.165203 39.1559658, -94.1652835 39.1535489, -94.1653425 39.1510487, -94.165439 39.14874, -94.1655141 39.1458694, -94.1656214 39.1442011, -94.1657931 39.1420834, -94.166013 39.1401945, -94.1662437 39.1381016, -94.166528 39.1357965, -94.166705 39.134207, -94.1669679 39.1317269, -94.1672416 39.1291013, -94.1675151 39.1267085, -94.1678047 39.1240784, -94.1678156 39.1208031, -94.1676385 39.1181477, -94.1674346 39.1155174, -94.1672683 39.1135986, -94.1670753 39.1110179, -94.1669465 39.109482, -94.166748 39.1071551, -94.1666085 39.1050572, -94.1664208 39.1024803, -94.1662169 39.1002741, -94.1660507 39.0978512, -94.1657073 39.0933256, -94.1655357 39.0910107, -94.1652943 39.0882502, -94.1651445 39.0864667, -94.1649739 39.0839565, -94.1648106 39.0817337, -94.1645838 39.0789522, -94.164458 39.0775112, -94.164278 39.0748819, -94.1641642 39.0730011, -94.163872 39.0718259, -94.1634111 39.069664, -94.1629232 39.0675701, -94.1625315 39.0657167, -94.1622097 39.0642423, -94.1617698 39.0622054, -94.1612924 39.0599229, -94.1606326 39.0568736, -94.1609223 39.0552616, -94.1616787 39.0512375, -94.1621132 39.0490752, -94.1622794 39.0478754, -94.162419 39.0456048, -94.1625798 39.0426842, -94.1627087 39.0405677, -94.1628589 39.0379136, -94.1630358 39.0352969, -94.1631913 39.0326675, -94.1633576 39.0299298, -94.1635401 39.0273251, -94.1636742 39.0247539, -94.1638191 39.0225117, -94.1639102 39.0203195, -94.1642536 39.019136, -94.1645485 39.0177689, -94.1652407 39.0149264, -94.1657877 39.0126339, -94.1663457 39.0102912, -94.1669412 39.0077694, -94.1674024 39.0057976, -94.1679281 39.0035383, -94.1684109 39.0015122, -94.1687329 39.0001615, -94.1691244 38.998794, -94.1692318 38.9950586, -94.1693014 38.9937077, -94.1693765 38.9923026, -94.1694248 38.9903222, -94.1695268 38.9876787, -94.169677 38.9850226, -94.1697949 38.9823413, -94.169897 38.9797642, -94.1700042 38.9772371, -94.1700954 38.9749601, -94.1701758 38.9729248, -94.1703369 38.9703349, -94.170412 38.9682286, -94.1704924 38.9655509, -94.1705943 38.9628522, -94.1707338 38.9600952, -94.170841 38.9575632, -94.1709591 38.9549434, -94.1710556 38.9523444, -94.1711951 38.9498956, -94.1713078 38.9474008, -94.1714097 38.9450436, -94.1715062 38.9425443, -94.1715546 38.9406877, -94.1716725 38.9380423, -94.1717692 38.9353969, -94.1718924 38.9331102, -94.1719784 38.9301682, -94.1721177 38.9276351, -94.1721928 38.9248849, -94.1723592 38.9218508, -94.1724504 38.9195721, -94.1725523 38.9171513, -94.1726327 38.9157155, -94.1727668 38.9125015, -94.172858 38.9101097, -94.1729654 38.9075175, -94.1730672 38.9053049, -94.173137 38.9031926, -94.1732228 38.9014142, -94.1733462 38.8985629, -94.1734697 38.8959075, -94.1735661 38.8930517, -94.1736896 38.8905047, -94.1738022 38.8878033, -94.1739149 38.8851393, -94.1740167 38.8827172, -94.1740865 38.8811513, -94.1742074 38.8790721, -94.1788992 38.8767297, -94.1811667 38.8756417, -94.1835922 38.8744946, -94.1861886 38.8732459, -94.1888334 38.8719178, -94.1914512 38.8707065, -94.194144 38.8693993, -94.1974217 38.8678331, -94.1996372 38.866672, -94.2028559 38.8651558, -94.2052378 38.8639778, -94.2068203 38.8628459, -94.2088158 38.8613714, -94.2105914 38.8601182, -94.2128069 38.8584808, -94.2142874 38.8574364, -94.2168624 38.8555524, -94.2185736 38.8543242, -94.2203279 38.8530251, -94.2222483 38.8516214, -94.2250645 38.8495826, -94.2262823 38.8487471, -94.2281224 38.8474854, -94.2312122 38.8453754, -94.2330039 38.844193, -94.2354823 38.8425678, -94.2375637 38.8412517, -94.2404282 38.8392878, -94.2424184 38.8379048, -94.2453368 38.8358698, -94.2467153 38.8348963, -94.2470296 38.8346903, -94.2490113 38.8333919, -94.2513126 38.8318333, -94.2539735 38.8300739, -94.2563392 38.8285109, -94.25909 38.8267605, -94.2657355 38.8223165, -94.2706568 38.818978, -94.2755374 38.8158128, -94.2778382 38.8142572, -94.2835425 38.8101754, -94.2851299 38.8088878, -94.2884077 38.8065636, -94.2903656 38.8051046, -94.2918623 38.8040261, -94.2942387 38.8022912, -94.2965133 38.8006064, -94.2996193 38.7983654, -94.3003703 38.797868, -94.3006445 38.7964508))"
42414,42415,131771,UNKNOWN125339,ROBINSON ROAD,115.0,AC; OVERHEAD,IN SERVICE,0.0146878713945995,"MULTILINESTRING ((-78.7152128 43.1372555, -78.7154205 43.1398273, -78.7154324 43.1408511, -78.7166818 43.1408549, -78.7166973 43.1408549, -78.7186134 43.1408511, -78.7176527 43.1425342, -78.7166227 43.1442055, -78.7161023 43.1451252, -78.7151793 43.1467475, -78.7148381 43.1473319, -78.7146206 43.1476696))"
46651,46652,136686,UNKNOWN119505,NOT AVAILABLE,115.0,AC; OVERHEAD,NOT AVAILABLE,0.0035684496702001,"MULTILINESTRING ((-101.7016981 39.3413652, -101.7017123 39.3415362, -101.7051091 39.3415677))"
79663,79664,211870,TAP209585,TAP209598,69.0,AC,IN SERVICE,0.0014519872109533,"MULTILINESTRING ((-111.689046 41.0443784, -111.6889204 41.0443456, -111.6888947 41.0445112, -111.6882879 41.0454934))"
69196,69197,200935,TAP203440,TAP203441,115.0,AC; OVERHEAD,NOT AVAILABLE,0.12157174942246,"MULTILINESTRING ((-122.9186198 47.3333913, -122.9186144 47.3333922, -122.9182465 47.333584, -122.9160255 47.3347973, -122.9134967 47.3361184, -122.9102902 47.337794, -122.9070096 47.3395077, -122.9035679 47.3412508, -122.9014091 47.3432337, -122.89919 47.3452717, -122.8967805 47.3474835, -122.8943741 47.349693, -122.8919864 47.3518851, -122.8898237 47.3538698, -122.8880481 47.3555001, -122.8861255 47.3572643, -122.883341 47.3598192, -122.8814324 47.3615708, -122.8795793 47.3632709, -122.8781863 47.3645483, -122.8751492 47.367335, -122.8731441 47.3691738, -122.8704304 47.3716629, -122.8683407 47.3735788, -122.8655836 47.376107, -122.863419 47.3780919, -122.861181 47.3801443, -122.8589394 47.3823136, -122.8589604 47.3852105, -122.8589821 47.3881027, -122.8590017 47.3908581, -122.8590176 47.3930758, -122.8590368 47.3956723, -122.8590558 47.3982578, -122.8590718 47.4004672, -122.8590943 47.4036304, -122.8591128 47.4061306, -122.8590187 47.4091785, -122.8575279 47.4114761, -122.8559139 47.4139651, -122.8542668 47.4165045, -122.852987 47.4186055, -122.8516868 47.4192523, -122.8486439 47.4207189, -122.8477198 47.4211788, -122.8477005 47.4211903))"
33989,33990,121442,LAKE IDA,GOLF,138.0,AC; OVERHEAD,IN SERVICE,0.0401132181708506,"MULTILINESTRING ((-80.0778078 26.5063045, -80.0780454 26.5063167, -80.0781096 26.5061061, -80.0783309 26.5058741, -80.0776884 26.5055137, -80.0786848 26.5024335, -80.0803409 26.4980719, -80.0836175 26.4892203, -80.085759 26.4833026, -80.0871956 26.479273, -80.0898808 26.4714743, -80.0906993 26.4695279, -80.0907564 26.4695898, -80.0908868 26.4697931))"
38324,38325,126753,UNKNOWN108066,NORFORK,161.0,AC; OVERHEAD,IN SERVICE,0.1367219450850574,"MULTILINESTRING ((-92.1251405 36.1847956, -92.1303753 36.1873083, -92.1407403 36.1923623, -92.1541699 36.1987107, -92.1599378 36.2015375, -92.1822095 36.2122165, -92.1981138 36.2198879, -92.2089642 36.2250561, -92.2227079 36.231652, -92.2399352 36.2398944, -92.2397258 36.2451483, -92.2400372 36.2492666))"
61986,61987,176747,UNKNOWN117514,TAP175055,-999999.0,OVERHEAD,NOT AVAILABLE,0.0413199079744726,"MULTILINESTRING ((-94.551784 36.969548, -94.552057 36.970516, -94.551927 36.977822, -94.55167 36.992399, -94.551491 37.003179, -94.551455 37.005092, -94.551615 37.006118, -94.551462 37.009714, -94.551453 37.010123, -94.5508415 37.0104342))"
83675,83676,303400,TAP301960,ELLINGTON,138.0,AC; OVERHEAD,IN SERVICE,0.0016054320558805,"MULTILINESTRING ((-95.1802507 29.588329, -95.1808682 29.5879883, -95.1814919 29.5878656, -95.1815944 29.5878454, -95.1816542 29.5878336, -95.1817515 29.5878145))"
24115,24116,108647,UNKNOWN137327,NORTH FINDLAY,138.0,AC; OVERHEAD,IN SERVICE,0.0633689051750718,"MULTILINESTRING ((-83.6422673 41.0889558, -83.641829 41.0885404, -83.6383401 41.0893532, -83.6338081 41.0904089, -83.629343 41.0914491, -83.6253002 41.0923909, -83.6216103 41.0932505, -83.6181684 41.0940523, -83.6148011 41.0950625, -83.6106276 41.096344, -83.6063843 41.0976175, -83.6027258 41.0987413, -83.598992 41.0998733, -83.595103 41.1010212, -83.5914927 41.1021531, -83.588135 41.1031535, -83.5844484 41.1041079, -83.5819751 41.1041291, -83.5811945 41.1039247))"
15279,15280,110303,UNKNOWN125550,UNKNOWN127861,138.0,AC; OVERHEAD,IN SERVICE,0.2782345597382475,"MULTILINESTRING ((-87.5697213 38.3395376, -87.5697094 38.3390855, -87.5754498 38.3292941, -87.5756402 38.3227981, -87.5505619 38.3225783, -87.4631674 38.3228162, -87.4245991 38.3225639, -87.424379 38.3229654, -87.423126 38.322946, -87.4219675 38.3229029, -87.4204661 38.322446, -87.3906112 38.3221078, -87.3903575 38.3344995, -87.3902714 38.3434568, -87.3802944 38.3484204, -87.3793806 38.3485156, -87.3505584 38.3485666, -87.3393702 38.3487046, -87.3392128 38.3495411, -87.3390256 38.3492852))"
92145,92146,311892,NOT AVAILABLE,NOT AVAILABLE,66.0,AC; OVERHEAD,IN SERVICE,0.0745711275563772,"MULTILINESTRING ((-117.9800007 34.0995246, -117.9799472 34.0994267, -117.9794141 34.0994121, -117.9788129 34.0994029, -117.9788045 34.0994028, -117.9786492 34.0994138, -117.9786268 34.0994154, -117.9779338 34.0994648, -117.9779433 34.098452, -117.9779317 34.0975528, -117.9779296 34.0967099, -117.9779185 34.0950772, -117.9779167 34.0940081, -117.9778806 34.092214, -117.9772529 34.0922013, -117.9756258 34.092218, -117.9737958 34.0922462, -117.9719095 34.0922628, -117.9712598 34.0922527, -117.9690478 34.0922953, -117.9662321 34.092318, -117.9657225 34.0923272, -117.9642543 34.0923404, -117.9626443 34.0923314, -117.9606419 34.0923912, -117.9599507 34.0922209, -117.9591668 34.0922464, -117.9564755 34.0922574, -117.9546256 34.0922789, -117.9525 34.0922999, -117.951324 34.0923092, -117.9507157 34.092324, -117.9500506 34.0923455, -117.9493512 34.0924225, -117.9487399 34.0924814, -117.9480313 34.0924899, -117.9467946 34.0925162, -117.9449175 34.0925294, -117.9431255 34.0924971, -117.9431296 34.0929011, -117.9431198 34.0940475, -117.9431205 34.0951394, -117.9431049 34.096228, -117.9426598 34.0962139, -117.9408176 34.096211, -117.9403893 34.0961835, -117.9396483 34.0961746, -117.9384964 34.096169, -117.937287 34.0961957, -117.9363578 34.0961926, -117.9344617 34.0961597, -117.9343531 34.0958759, -117.9343406 34.0953657, -117.9343256 34.0942467, -117.9343273 34.0930536, -117.9343187 34.0919751, -117.9343675 34.0912371, -117.9344531 34.0903677, -117.93454 34.0899407, -117.9342783 34.089638, -117.9342214 34.0889918, -117.9341607 34.0882764, -117.9342196 34.0876491, -117.9342766 34.0869559, -117.9342704 34.086627, -117.9324429 34.0865671, -117.9287216 34.0864184, -117.9270668 34.0864241, -117.9270903 34.086947, -117.9264721 34.0870261))"
16307,16308,164744,TAP136163,TAP162435,69.0,AC; OVERHEAD,IN SERVICE,0.1467024159013859,"MULTILINESTRING ((-94.0592583 46.3516866, -94.0584611 46.3504671, -94.055006 46.3444716, -94.0533553 46.3415519, -94.0431559 46.3388197, -94.0386994 46.3376234, -94.0155114 46.3313119, -94.0079104 46.3313119, -93.9942913 46.3312972, -93.984701 46.3312922, -93.9810431 46.3307654, -93.9693136 46.3307113, -93.9557159 46.3306916, -93.9515446 46.3297266, -93.9462254 46.3309673, -93.932043 46.3308885, -93.920036 46.3308))"
23890,23891,108386,TAP151005,UNKNOWN151290,100.0,AC; OVERHEAD,IN SERVICE,0.0715068434802162,"MULTILINESTRING ((-80.6980626 34.8128333, -80.698211 34.812933, -80.698424 34.813063, -80.698601 34.81363, -80.698803 34.814679, -80.699359 34.81683, -80.699823 34.818821, -80.7006776 34.8207783, -80.7023908 34.8247091, -80.7031903 34.8265651, -80.7051748 34.8310837, -80.7061979 34.8333918, -80.707114 34.835569, -80.7103739 34.8430048, -80.7195705 34.8488107, -80.7312537 34.856187, -80.7354582 34.8588449, -80.7370476 34.8624997, -80.7380851 34.8648507, -80.7388084 34.8665258, -80.7395223 34.8666019))"
31429,31430,118378,KIMBALL ROAD,EAYMOND,115.0,AC; OVERHEAD,IN SERVICE,0.2616047009638819,"MULTILINESTRING ((-70.6337185 44.1518028, -70.6344002 44.1514527, -70.6352505 44.15101, -70.6345274 44.15024, -70.633724 44.1493957, -70.6328852 44.1485301, -70.6333267 44.1479661, -70.6338656 44.1472976, -70.6336218 44.1467287, -70.6333702 44.1461418, -70.6329893 44.1452532, -70.6325453 44.1442177, -70.6320888 44.1431525, -70.6316461 44.1421199, -70.631184 44.1410418, -70.6307269 44.1399751, -70.630281 44.1389348, -70.6298746 44.1379865, -70.6294483 44.136992, -70.628988 44.135918, -70.6285392 44.1348709, -70.6280919 44.1338273, -70.6276293 44.1327478, -70.6271713 44.1316791, -70.626721 44.1306283, -70.6262719 44.12958, -70.6258345 44.1285595, -70.6254 44.1275456, -70.6249339 44.1264581, -70.6241885 44.1254174, -70.6235076 44.1244668, -70.6227938 44.1234702, -70.6220998 44.1225015, -70.6213451 44.121448, -70.6206277 44.1204465, -70.6199343 44.1194784, -70.6192893 44.1185779, -70.6186059 44.1176237, -70.6178354 44.1165478, -70.616512 44.1147002, -70.6159183 44.1138713, -70.6151991 44.1128671, -70.6146823 44.1121455, -70.6138014 44.1109154, -70.6131963 44.1100703, -70.6125869 44.1092194, -70.6119682 44.1083554, -70.6112805 44.1073953, -70.6106306 44.1064875, -70.609915 44.1054882, -70.6091818 44.1044643, -70.6084885 44.1034962, -70.6079327 44.1027198, -70.6072073 44.1017069, -70.6058318 44.099786, -70.6052133 44.098922, -70.6047994 44.09802, -70.604327 44.0969903, -70.6040048 44.0962874, -70.6035395 44.0952731, -70.6030807 44.0942728, -70.602556 44.0931289, -70.6020702 44.0920695, -70.6015763 44.090993, -70.5993683 44.0860722, -70.5910899 44.0682568, -70.5903404 44.0674034, -70.5895114 44.0664592, -70.5888602 44.0657177, -70.5881216 44.0648766, -70.587293 44.0639329, -70.5864624 44.062987, -70.5856347 44.0620444, -70.5848231 44.06112, -70.5840883 44.0602833, -70.5830924 44.059149, -70.5825177 44.0584944, -70.581686 44.0575471, -70.5810335 44.056804, -70.5802597 44.0559227, -70.5795852 44.0551542, -70.5786921 44.0541372, -70.5737597 44.0485186, -70.5731242 44.0477947, -70.572316 44.0468739, -70.5718066 44.0462938, -70.5708685 44.0452251, -70.5703693 44.0443318, -70.5698872 44.0434691, -70.5692194 44.0422738, -70.5686952 44.0413358, -70.5681854 44.0404231, -70.5676714 44.0395035, -70.5671946 44.0386501, -70.5666438 44.0376641, -70.566135 44.0367533, -70.5656447 44.0358761, -70.5650885 44.0348804, -70.5644358 44.0337121, -70.5638819 44.0327207, -70.5633326 44.0317374, -70.562722 44.0306443, -70.5621613 44.0296409, -70.5615899 44.028618, -70.5610116 44.0275827, -70.5604025 44.0264923, -70.5598195 44.0254487, -70.5592514 44.0244317, -70.5586548 44.0233636, -70.558116 44.0223988, -70.5574861 44.0212713, -70.5569904 44.0203838, -70.5563982 44.0193237, -70.5558003 44.0182531, -70.5551958 44.0171709, -70.554621 44.0161416, -70.5540282 44.0150802, -70.5534188 44.0139891, -70.5528498 44.0129703, -70.5522692 44.0119306, -70.5517246 44.0109556, -70.5510972 44.009832, -70.5505204 44.0087994, -70.5498985 44.0076858, -70.5493171 44.0066445, -70.5486931 44.0055269, -70.5481954 44.0046358, -70.5474869 44.0033671, -70.5470025 44.0024995, -70.5463266 44.0012889, -70.5458255 44.0003916, -70.545273 43.9994022, -70.5446128 43.9982198, -70.5440676 43.9972432, -70.5435008 43.9962282, -70.5429661 43.9952704, -70.5423359 43.9941415, -70.5419455 43.9934424, -70.5413218 43.9923252, -70.5407554 43.9913107, -70.5401269 43.990185, -70.5398727 43.9891242, -70.5395861 43.9879277, -70.539336 43.986884, -70.5390383 43.9856421, -70.5388086 43.9846837, -70.5385153 43.9834596, -70.538323 43.9826572, -70.5380579 43.9815505, -70.5378194 43.9805551, -70.5375521 43.979439, -70.5373001 43.9783878, -70.5370249 43.977239, -70.5358942 43.9768176, -70.5346465 43.9763526, -70.5335413 43.9759405, -70.5321935 43.9754382, -70.5308376 43.974933, -70.5297799 43.9745387, -70.5282269 43.9739598, -70.5269344 43.9734781, -70.5257945 43.9730531, -70.5246216 43.972616, -70.5235922 43.9722323, -70.5230753 43.9716456, -70.5224696 43.9709585, -70.5218284 43.9702309, -70.5212353 43.9695577, -70.5206317 43.9688729, -70.5197983 43.9679272, -70.5188952 43.9669024, -70.5184078 43.9663491, -70.5176296 43.9654661, -70.5166761 43.9643839, -70.5159946 43.9636104, -70.5150723 43.9625638, -70.5143506 43.9617447, -70.5133275 43.9605835, -70.5126605 43.9598265, -70.5116603 43.9586915, -70.5109416 43.9578757, -70.5100394 43.9568516, -70.5092676 43.9559757, -70.5083598 43.9549454, -70.5075495 43.9540256, -70.506196 43.953666, -70.5045206 43.9532209, -70.5035504 43.9529632, -70.5019717 43.9525437, -70.5004757 43.9521463, -70.4989774 43.9517481, -70.4981669 43.9515328, -70.4976702 43.9507515, -70.4971199 43.9498856, -70.4965878 43.9490482, -70.4959925 43.9481115, -70.4954863 43.9473148, -70.4946921 43.9460651, -70.4942103 43.9453068, -70.4939731 43.9449336, -70.4937616 43.9446009, -70.4947086 43.9441571))"
83086,83087,302811,OLMOS,NOT AVAILABLE,138.0,AC; OVERHEAD,IN SERVICE,0.035833798188908,"MULTILINESTRING ((-98.491097 29.4842366, -98.491116 29.4854632, -98.491108 29.4857808, -98.4910443 29.4883327, -98.4901174 29.4882929, -98.4895567 29.4882688, -98.4881095 29.4882227, -98.4873291 29.4896505, -98.4864868 29.4911916, -98.4856071 29.4927231, -98.4847595 29.4943061, -98.4838295 29.4958717, -98.4830627 29.4972161, -98.4822688 29.4986447, -98.4814857 29.500078, -98.4806809 29.5015069, -98.4798656 29.5029681, -98.4790556 29.5044574, -98.4781865 29.5060261, -98.4771834 29.5078609, -98.4764802 29.5091174, -98.4757235 29.5103364, -98.4750394 29.5114818, -98.4756979 29.5115236, -98.4765306 29.5115766, -98.476663 29.5115142, -98.4770935 29.5113115))"
25264,25265,110149,MISSOURI CITY,UNKNOWN120956,161.0,AC; OVERHEAD,IN SERVICE,0.1513129010915803,"MULTILINESTRING ((-94.3095309 39.2318131, -94.3089894 39.2324409, -94.3101286 39.2336266, -94.3118762 39.2355649, -94.312692 39.2365056, -94.3136369 39.2376517, -94.3150378 39.2392973, -94.3163522 39.2408518, -94.3207379 39.2432192, -94.322053 39.2439673, -94.3238149 39.2428385, -94.3271956 39.2407494, -94.3292309 39.2394035, -94.3353018 39.2369074, -94.3377977 39.2358487, -94.3436482 39.2335323, -94.3482729 39.2323321, -94.3530938 39.231045, -94.3551687 39.2305661, -94.3571306 39.2293933, -94.360882 39.2272663, -94.3627858 39.2262334, -94.3656804 39.2245931, -94.3676841 39.2234552, -94.3737664 39.2200358, -94.3775113 39.2179302, -94.3820853 39.2157797, -94.3849964 39.2146852, -94.3917704 39.2121272, -94.3976739 39.2099506, -94.4011412 39.2085658, -94.4103501 39.2085658, -94.4190071 39.2084994, -94.426024 39.2086873, -94.4311751 39.2087425, -94.4343162 39.2083727, -94.4370593 39.2080772, -94.4346202 39.2128914, -94.4330441 39.2151768, -94.4323342 39.2149076, -94.4315703 39.2145507))"
57540,57541,172037,UNKNOWN170205,TAP170206,-999999.0,OVERHEAD,IN SERVICE,0.0013615861100399,"MULTILINESTRING ((-83.0589747 34.7618093, -83.0592983 34.7613239, -83.0594506 34.760948, -83.0595238 34.7605827))"
51088,51089,139156,UNKNOWN120844,TAP146841,115.0,AC; OVERHEAD,IN SERVICE,0.0329038527518661,"MULTILINESTRING ((-78.9897393 33.7481089, -78.9893548 33.748739, -78.9890205 33.7489576, -78.9877517 33.7496349, -78.9822949 33.7527769, -78.9782613 33.7550787, -78.9754451 33.7566776, -78.9714972 33.7590266, -78.9676393 33.7613971, -78.9617504 33.7650351, -78.9616553 33.7650792))"
66242,66243,179479,COLORA,UNKNOWN176606,230.0,OVERHEAD,IN SERVICE,0.140047319877116,"MULTILINESTRING ((-76.0960081 39.6815486, -76.0956285 39.6810955, -76.095601 39.6805551, -76.0955861 39.6798989, -76.0955801 39.6796362, -76.0920442 39.6797576, -76.0880644 39.6798168, -76.0825606 39.6799061, -76.0798143 39.6799525, -76.0754582 39.6799884, -76.0707931 39.6800313, -76.0665997 39.6782755, -76.0620136 39.6763497, -76.057511 39.6744596, -76.0538102 39.6728985, -76.0505042 39.6715091, -76.0461481 39.6705415, -76.0404567 39.6692921, -76.0358216 39.6682721, -76.0301452 39.6687179, -76.0257558 39.6690614, -76.0202733 39.6694776, -76.01569 39.6698385, -76.0099685 39.6702791, -76.0054145 39.6707075, -76.0021021 39.6710318, -75.9970207 39.6704213, -75.9920476 39.6697414, -75.9872545 39.6692609, -75.9832617 39.6687665, -75.9785588 39.6682062, -75.9739642 39.667653, -75.9698135 39.6671864, -75.9651715 39.6666677, -75.9614715 39.6662515, -75.9611127 39.6662117, -75.96049 39.665358))"
42015,42016,131183,UNKNOWN119542,TAP148928,138.0,AC; OVERHEAD,IN SERVICE,0.0387267454036449,"MULTILINESTRING ((-95.9629907 36.0680916, -95.9630323 36.075167, -95.9577856 36.0751789, -95.9577915 36.0890214, -95.9576488 36.0896519, -95.947557 36.0896732, -95.9475113 36.0882398, -95.9477131 36.0881922, -95.9478311 36.0880533))"
46437,46438,136447,UNKNOWN117491,UNKNOWN117525,161.0,AC; OVERHEAD,IN SERVICE,0.0423389228773594,"MULTILINESTRING ((-92.776668 38.058162, -92.7766126 38.0578907, -92.7763702 38.0577223, -92.7757855 38.0577054, -92.7729262 38.053545, -92.7733041 38.0444823, -92.7703307 38.0443868, -92.7647548 38.0369123, -92.7662878 38.0358902, -92.7582732 38.0264321, -92.7582019 38.0261288, -92.7581917 38.0259173))"
64001,64002,165985,UNKNOWN124194,GREENIDGE GENERATION LLC,115.0,OVERHEAD,IN SERVICE,0.0033236293061682,"MULTILINESTRING ((-76.9510523 42.6794294, -76.9503251 42.6801061, -76.9489704 42.6803577, -76.9484712 42.6800851, -76.9481384 42.6798943))"
35492,35493,123310,TAP152946,TAP152947,69.0,AC; OVERHEAD,IN SERVICE,0.044038601913018,"MULTILINESTRING ((-82.145609 27.850487, -82.145638 27.854029, -82.145709 27.863791, -82.145463 27.864526, -82.145134 27.865361, -82.144595 27.866096, -82.143889 27.866842, -82.143125 27.867438, -82.142208 27.867806, -82.134465 27.872332, -82.133911 27.872703, -82.133512 27.873014, -82.133073 27.873628, -82.13278 27.874174, -82.131645 27.877782, -82.13137 27.878653, -82.131006 27.879542, -82.130624 27.880359, -82.130046 27.880902, -82.129778 27.881523, -82.129425 27.88228, -82.128979 27.883154, -82.128479 27.883968, -82.127972 27.884784, -82.127508 27.885619, -82.127151 27.886483))"
48206,48207,138593,UNKNOWN110292,TAP145806,115.0,AC; OVERHEAD,IN SERVICE,0.001377459426998,"MULTILINESTRING ((-85.8942651 32.5246686, -85.893843 32.5237822, -85.8941415 32.5235223))"
