,OBJECTID,ID,SUB_1,SUB_2,VOLTAGE,TYPE,STATUS,SHAPE_Length,geometry
9922,9923,158430,WESTINGHOUSE,RANCH,138.0,AC; OVERHEAD,IN SERVICE,0.4712473827836574,"MULTILINESTRING ((-80.2878204 26.2869761, -80.2882579 26.2870307, -80.2882151 26.289158, -80.2842961 26.2891223, -80.2763011 26.2890366, -80.2661646 26.2888582, -80.2580483 26.2887582, -80.2498891 26.2886512, -80.2358907 26.2884155, -80.2355864 26.2884072, -80.2274918 26.2883238, -80.2184109 26.2881998, -80.2184775 26.2919879, -80.2185001 26.296823, -80.218631 26.3058769, -80.2186911 26.3118595, -80.2186963 26.3126679, -80.2187201 26.3149141, -80.2187772 26.3195683, -80.2189438 26.3287959, -80.2190675 26.3344923, -80.2192484 26.3465514, -80.2193102 26.34964, -80.2194292 26.35487, -80.2194815 26.3581299, -80.2194768 26.3595052, -80.2195577 26.365135, -80.2196719 26.3735297, -80.2197528 26.3805111, -80.2198004 26.383514, -80.2199051 26.3850559, -80.2198527 26.3865739, -80.2198432 26.3910806, -80.2200716 26.4000893, -80.2201811 26.4047054, -80.2202953 26.4107493, -80.2203619 26.4152988, -80.2204238 26.4213664, -80.2204857 26.4274341, -80.2205618 26.4334874, -80.2205856 26.4380179, -80.2206039 26.442571, -80.2162941 26.4466785, -80.2130104 26.4498492, -80.2098725 26.4528324, -80.2088017 26.4538615, -80.2088107 26.4552962, -80.2088404 26.4599599, -80.2088701 26.4644095, -80.2089296 26.4685438, -80.209007 26.4769492, -80.2090486 26.4787814, -80.2090783 26.4815535, -80.2091735 26.4888703, -80.2092449 26.4963894, -80.2092984 26.5009104, -80.2093817 26.510232, -80.2094115 26.5135275, -80.2104965 26.5160438, -80.2122002 26.5199937, -80.2146272 26.5256568, -80.2165308 26.5300112, -80.2189103 26.5355601, -80.2207244 26.5397188, -80.2219736 26.5426039, -80.2219971 26.5462974, -80.2220268 26.5575285, -80.2221756 26.570681, -80.2222172 26.5744167, -80.2222707 26.5799965, -80.2223243 26.5892883, -80.2223897 26.5910908, -80.2222232 26.5947849, -80.2217651 26.6021791, -80.2214974 26.6077292, -80.2210394 26.6151174, -80.2207122 26.6206853, -80.2207062 26.6262592, -80.2206806 26.6299646, -80.2205361 26.633725, -80.2203315 26.6376806, -80.2198318 26.6485905, -80.2195412 26.6578662, -80.2192667 26.663474, -80.2190704 26.6689468, -80.2189216 26.6726052, -80.2188741 26.6735956, -80.2205569 26.6736325, -80.2205242 26.6748222, -80.2204855 26.6759762, -80.2199858 26.6759316, -80.2197925 26.67589, -80.2194646 26.6749573))"
38212,38213,160571,UNKNOWN131382,TAP163111,-999999.0,OVERHEAD,IN SERVICE,0.1147365418675915,"MULTILINESTRING ((-90.731778 41.495524, -90.729473 41.4961451, -90.72597 41.4969929, -90.7217214 41.4980695, -90.7201327 41.4984935, -90.7180792 41.4990459, -90.7161051 41.4999701, -90.7142383 41.5009022, -90.7123822 41.5018342, -90.7108694 41.5025894, -90.7092966 41.5034031, -90.707683 41.5042046, -90.7062882 41.5049277, -90.7048184 41.505691, -90.6997007 41.5083102, -90.6978446 41.5096439, -90.6978124 41.511323, -90.6977481 41.5155971, -90.6977481 41.5172519, -90.6976837 41.522642, -90.6975657 41.5295497, -90.69763 41.5351716, -90.6975228 41.5409217, -90.6975657 41.5465266, -90.6973511 41.552123, -90.6972331 41.5585138, -90.6971151 41.5636757, -90.6970829 41.5690699, -90.6970644 41.5705976, -90.6970381 41.5727746, -90.6969725 41.5745532, -90.696944 41.5753259, -90.6951361 41.5751412, -90.6931484 41.5748872, -90.6922861 41.5747894, -90.6923428 41.5741358, -90.6883382 41.5732435, -90.6883525 41.5738146, -90.6901887 41.5746312))"
24066,24067,161742,TAP159524,TAP159525,69.0,AC; OVERHEAD,IN SERVICE,0.0223873682404008,"MULTILINESTRING ((-98.392246 44.741383, -98.39226 44.739404, -98.392258 44.735404, -98.392253 44.732145, -98.392239 44.727976, -98.39204 44.722866, -98.391998 44.721827, -98.39157 44.720972, -98.391488 44.719968, -98.39169 44.719786, -98.392255 44.719612))"
5052,5053,147343,MANITOUS,LEISURE VILLAGE,230.0,AC; OVERHEAD,IN SERVICE,0.1144769891997722,"MULTILINESTRING ((-74.1858322 40.0299969, -74.1856649 40.0297303, -74.1854565 40.0283205, -74.1851695 40.0266954, -74.1855512 40.0227556, -74.1859732 40.02036, -74.1862998 40.0185488, -74.1872652 40.0157192, -74.1832935 39.9985594, -74.1888942 39.9972917, -74.2048792 39.9869871, -74.2139627 39.98735, -74.2169495 39.9824943, -74.2108097 39.9711836, -74.209518 39.9674975, -74.2103642 39.9640463, -74.2092262 39.9571279, -74.2096963 39.9547636, -74.2101831 39.952442, -74.2172765 39.9534655, -74.2190403 39.9530064, -74.2200485 39.9530589, -74.2200136 39.9524818))"
4072,4073,146025,HENDERSONVILLE,TAP155555,161.0,AC; OVERHEAD,IN SERVICE,0.193525714348733,"MULTILINESTRING ((-86.4775499 36.2671526, -86.4786428 36.2691069, -86.4871779 36.2829892, -86.4881904 36.2891449, -86.488661 36.2955759, -86.4884219 36.298142, -86.4887063 36.3012424, -86.4887975 36.3032356, -86.4889529 36.3051805, -86.4891469 36.307564, -86.4892796 36.3098153, -86.4943801 36.3169956, -86.4950311 36.3180264, -86.4976903 36.3182669, -86.500383 36.3185105, -86.5030964 36.3187559, -86.5057579 36.3189967, -86.508448 36.3192401, -86.5104493 36.3206383, -86.512536 36.3220962, -86.5144158 36.3234095, -86.5162181 36.3246686, -86.5186101 36.3263396, -86.5181835 36.329076, -86.5179586 36.3321823, -86.5176886 36.3379434, -86.5175827 36.3398403, -86.5172232 36.3423427, -86.5169402 36.3443126, -86.51779 36.3458419, -86.5187051 36.3474889, -86.52016 36.3501073, -86.5212794 36.3521218, -86.5224045 36.3541466, -86.523246 36.3556609, -86.5242332 36.3574374, -86.5253319 36.3594144, -86.5259764 36.3601628, -86.5276904 36.3604219, -86.5315447 36.3605646, -86.5346689 36.3600734, -86.5389909 36.3593811, -86.5425621 36.3588319, -86.5441429 36.3581876, -86.5461522 36.3573052, -86.5499261 36.3556927, -86.5537489 36.3540543, -86.5572892 36.3525308, -86.5592891 36.3516799, -86.5620009 36.3505127, -86.563467 36.3498501, -86.5684847 36.3475206, -86.5704476 36.3466214, -86.5718496 36.3459667, -86.5746771 36.3446429, -86.5777551 36.3432043, -86.575462 36.3429857, -86.5732549 36.3427491, -86.5709483 36.3425, -86.5697506 36.3416394, -86.5685682 36.3407861, -86.5673484 36.3399257, -86.5679117 36.3364852, -86.5640327 36.3360544, -86.5625567 36.3355432, -86.562333 36.3353188))"
81996,81997,301720,TAP301924,LTG PLEASANT HILL,115.0,AC; OVERHEAD,IN SERVICE,0.251883443435785,"MULTILINESTRING ((-102.5266599 33.0512969, -102.526353 33.052862, -102.526327 33.065066, -102.524236 33.065785, -102.524135 33.085687, -102.538286 33.087986, -102.564664 33.092269, -102.57731 33.09455, -102.590589 33.094684, -102.599811 33.10254, -102.6046412 33.1025122, -102.609374 33.102485, -102.6116997 33.1024792, -102.618162 33.102463, -102.639209 33.102328, -102.696533 33.124181, -102.732453 33.124144))"
41567,41568,130648,TAP134100,UNKNOWN134084,-999999.0,OVERHEAD,IN SERVICE,0.0012289845600594,"MULTILINESTRING ((-98.371282 48.757469, -98.370973 48.757757, -98.370539 48.758162, -98.3703615 48.7582797))"
11321,11322,159954,WITTENBERG,TAP159018,69.0,AC; OVERHEAD,IN SERVICE,0.1028795268713358,"MULTILINESTRING ((-89.158197 44.8401395, -89.158129 44.840307, -89.159642 44.840959, -89.160579 44.841339, -89.161825 44.841363, -89.163863 44.841402, -89.167227 44.841455, -89.168262 44.841598, -89.16828 44.843032, -89.168298 44.844581, -89.168372 44.846128, -89.168402 44.84843, -89.168425 44.851227, -89.16846 44.853579, -89.168487 44.85582, -89.168503 44.856632, -89.16851 44.857048, -89.168527 44.858776, -89.168546 44.860479, -89.168579 44.863011, -89.168594 44.864703, -89.168653 44.866771, -89.168641 44.867339, -89.168606 44.867903, -89.168541 44.869357, -89.168496 44.870649, -89.173981 44.870651, -89.173974 44.871491, -89.173931 44.874798, -89.173904 44.876645, -89.173883 44.878171, -89.173871 44.878759, -89.173877 44.879655, -89.173871 44.880422, -89.17387 44.882009, -89.173868 44.883448, -89.173868 44.884371, -89.173854 44.885161, -89.173875 44.886851, -89.173925 44.88949, -89.173968 44.892128, -89.174037 44.894772, -89.17408 44.896404, -89.174146 44.898753, -89.174159 44.899567, -89.174272 44.902133, -89.174294 44.903876, -89.174346 44.905612, -89.174416 44.908056, -89.174487 44.910499, -89.174553 44.913021, -89.174548 44.91457, -89.174527 44.916198, -89.174502 44.917774, -89.174471 44.919489, -89.174447 44.921229, -89.174397 44.923683, -89.174342 44.926234, -89.174323 44.927987, -89.174374 44.928438))"
78473,78474,210755,RICHMOND PARK,TAP208813,115.0,AC; OVERHEAD,IN SERVICE,0.0315347794483469,"MULTILINESTRING ((-122.3539477 47.777992, -122.3539753 47.7778828, -122.3535342 47.7778817, -122.3522965 47.7778795, -122.3502272 47.7778817, -122.34961 47.7778872, -122.347698 47.7778872, -122.3472568 47.7778905, -122.3454295 47.7779103, -122.3427947 47.7779158, -122.3413646 47.7779224, -122.3412986 47.7785638, -122.3409421 47.7791678, -122.3404768 47.7797761, -122.3398717 47.7802866, -122.3390532 47.780763, -122.3380554 47.7813086, -122.3369432 47.7818763, -122.3358078 47.7824737, -122.3350179 47.7828961, -122.3342743 47.7833846, -122.3336351 47.7842118, -122.3335042 47.7850765, -122.3334184 47.7866717, -122.33337 47.787686, -122.33325 47.7885661, -122.3329794 47.7894418, -122.3326054 47.7902625, -122.3321213 47.7911283, -122.3316494 47.7919897, -122.3315185 47.7922512))"
74649,74650,206941,NOT AVAILABLE,UNKNOWN204434,100.0,AC; OVERHEAD,NOT AVAILABLE,0.0001728616353593,"MULTILINESTRING ((-112.0056372 46.9908241, -112.0057835 46.9907322))"
53067,53068,101056,UNKNOWN117883,UNKNOWN117909,69.0,AC; OVERHEAD,IN SERVICE,0.095767061329801,"MULTILINESTRING ((-92.452012 37.878187, -92.4524164 37.8782101, -92.4532008 37.8776051, -92.4544676 37.8764522, -92.4643931 37.8675196, -92.4672809 37.8649246, -92.4724148 37.8603142, -92.4757518 37.8573192, -92.4801013 37.8534121, -92.485713 37.848373, -92.4948042 37.8402254, -92.5002304 37.8353374, -92.5051005 37.8309955, -92.5113765 37.8281893, -92.5175989 37.825487, -92.5209099 37.8240069, -92.522066 37.8234889, -92.5267739 37.821386, -92.5272131 37.8211891, -92.5276368 37.8212161))"
39340,39341,162698,BROKAW,TAP160051,138.0,AC; OVERHEAD,IN SERVICE,0.007775575250631,"MULTILINESTRING ((-88.9042058 40.4528072, -88.9048568 40.4528359, -88.9056467 40.4533022, -88.9056848 40.4546823, -88.9019919 40.4547394, -88.9019824 40.4536068))"
69562,69563,201308,PARKROSE,TAP203536,115.0,AC; OVERHEAD,NOT AVAILABLE,0.0076078349263532,"MULTILINESTRING ((-122.5574453 45.5578437, -122.5576406 45.557973, -122.5576524 45.56089, -122.5546396 45.5602885, -122.5546279 45.5616728))"
11727,11728,122484,MORGANTOWN,UNKNOWN123927,69.0,AC; OVERHEAD,IN SERVICE,0.1162709871820284,"MULTILINESTRING ((-76.963736 38.359402, -76.9643083 38.3585811, -76.9639574 38.357925, -76.9637663 38.3578337, -76.9624731 38.358245, -76.9610136 38.3587112, -76.9592971 38.3585177, -76.9577399 38.3583428, -76.9561339 38.3581687, -76.9545316 38.3579946, -76.9529208 38.3578177, -76.951315 38.3576407, -76.9496796 38.3574548, -76.9482558 38.3575108, -76.9466897 38.3575671, -76.9451249 38.3576233, -76.94356 38.3576786, -76.9421644 38.3577302, -76.9406312 38.3577827, -76.9393766 38.3578251, -76.9383499 38.3578628, -76.9374052 38.3578942, -76.9353974 38.3579683, -76.9334609 38.3580339, -76.932306 38.3580728, -76.9305355 38.3581375, -76.929491 38.3581726, -76.9286234 38.3582059, -76.9274043 38.3582477, -76.926081 38.3582865, -76.9255624 38.3586496, -76.924233 38.3583, -76.9226371 38.3583265, -76.921035 38.3583418, -76.9192926 38.3583654, -76.9171064 38.3583892, -76.9148464 38.3584178, -76.9130397 38.3584368, -76.9111747 38.3584671, -76.9101422 38.3578135, -76.9090517 38.3571331, -76.9079404 38.3564393, -76.9068473 38.3557589, -76.9055228 38.3549332, -76.9046831 38.3544058, -76.9033185 38.3535553, -76.9019032 38.352662, -76.9004235 38.352507, -76.8989525 38.3523437, -76.8974861 38.3521774, -76.8960151 38.3520148, -76.8956029 38.3510293, -76.895277 38.3502472, -76.8949401 38.3494366, -76.894625 38.3486687, -76.894093 38.3479739, -76.8935671 38.3472782, -76.8930436 38.3465779, -76.8925141 38.3458745, -76.8918851 38.3452331, -76.8912659 38.3445849, -76.8903037 38.3439643, -76.8893344 38.3433388, -76.8884582 38.3424531, -76.8876887 38.3416899, -76.8868635 38.3408668, -76.8873517 38.3399677, -76.8878414 38.3390618, -76.8879917 38.3378594, -76.8881153 38.3368947, -76.8882389 38.3359243, -76.8883612 38.3349784, -76.8884848 38.3339898, -76.8886073 38.3330269, -76.8887224 38.3321737, -76.8888204 38.3314011, -76.8889828 38.3305184, -76.889145 38.329646, -76.8893049 38.3287698, -76.8894636 38.3278975, -76.8896164 38.327064, -76.8897751 38.3262563, -76.8899336 38.3254504, -76.8900367 38.3249088, -76.8901409 38.3243756, -76.8902438 38.3238462, -76.8903541 38.3233254, -76.8899459 38.322356, -76.8892298 38.3219617, -76.8884086 38.3214921, -76.8875861 38.3210227, -76.8867889 38.3205797, -76.8866084 38.3199611, -76.8864255 38.3193309, -76.8862232 38.3186942, -76.886612 38.3180375, -76.8869936 38.3173817, -76.8873752 38.3167258, -76.887758 38.3160644, -76.8881082 38.315456, -76.8885187 38.3147545, -76.8888931 38.3144875, -76.8889427 38.3144505, -76.8889768 38.314422))"
51888,51889,169036,TAP167941,TAP167957,69.0,AC; OVERHEAD,IN SERVICE,0.1550932633572818,"MULTILINESTRING ((-96.2630324 42.4753437, -96.263041 42.473179, -96.262425 42.470573, -96.262575 42.460187, -96.262692 42.44503, -96.257764 42.44508, -96.25777 42.424138, -96.262641 42.424047, -96.262772 42.405533, -96.262802 42.387693, -96.262259 42.370299, -96.262088 42.359681, -96.261805 42.345258, -96.261503 42.330099))"
66636,66637,179601,BRUNNER ISLAND,UNKNOWN160653,230.0,AC; OVERHEAD,IN SERVICE,0.3584555350440093,"MULTILINESTRING ((-76.6942544 40.0979428, -76.6966432 40.0979324, -76.700831 40.0959396, -76.7052746 40.0937743, -76.7083561 40.0943453, -76.7160715 40.0958147, -76.7224544 40.097052, -76.7258272 40.0963857, -76.731181 40.0953507, -76.7363207 40.0943513, -76.7419421 40.0969627, -76.745785 40.0988009, -76.749027 40.1003059, -76.7536372 40.1042915, -76.7577953 40.1078547, -76.7600915 40.1098535, -76.7622806 40.112685, -76.7660104 40.1175629, -76.7671585 40.1191036, -76.7718103 40.1220006, -76.7773902 40.1254984, -76.7795614 40.1268607, -76.7888294 40.1265632, -76.7977762 40.1262955, -76.8071453 40.1260398, -76.8171807 40.1257661, -76.8249199 40.129603, -76.8340689 40.134237, -76.8434499 40.1389543, -76.8489762 40.1417264, -76.8545977 40.1445877, -76.8631638 40.1489004, -76.8714919 40.1531061, -76.8790586 40.1535701, -76.8870833 40.1541114, -76.8915567 40.1560329, -76.8974102 40.1585551, -76.9027045 40.1608156, -76.9092183 40.1596377, -76.9146256 40.1586205, -76.9187718 40.1618863, -76.9210501 40.1636828, -76.9250298 40.1674126, -76.9291165 40.1713685, -76.931841 40.1739205, -76.9356898 40.1777216, -76.9410197 40.1828137, -76.9446306 40.1862342, -76.9464866 40.1880307, -76.9479813 40.1873953, -76.950632 40.1890514, -76.9525983 40.1867206, -76.9565301 40.1817003, -76.9580591 40.1797336, -76.9656154 40.1785348, -76.9832606 40.1756287, -76.989343 40.1693735, -76.9992461 40.1719745, -77.002567 40.1728656, -77.0061852 40.1731449, -77.0090795 40.1733705, -77.0090233 40.1744576, -77.0099942 40.1750786))"
52841,52842,129791,UNKNOWN117428,UNKNOWN121719,69.0,AC; OVERHEAD,IN SERVICE,0.0295756211749844,"MULTILINESTRING ((-93.8940067 36.699556, -93.8940124 36.6991728, -93.8936417 36.6991728, -93.8933351 36.6965944, -93.8922013 36.6877093, -93.8938057 36.6838382, -93.8952674 36.6801671, -93.8961801 36.6776223, -93.8963369 36.6751575, -93.8964881 36.6716015, -93.896869 36.671701))"
64574,64575,170342,UNKNOWN168848,TAP168849,69.0,OVERHEAD,IN SERVICE,0.0002456768595961,"MULTILINESTRING ((-89.165243 37.376523, -89.165338 37.376549, -89.165287 37.3766871))"
13325,13326,129555,UNKNOWN131314,TAP144162,115.0,AC; OVERHEAD,IN SERVICE,0.0006980304667381,"MULTILINESTRING ((-96.5729155 43.601491, -96.573008 43.6015077, -96.5733192 43.6015115, -96.573333 43.601804))"
1430,1431,142603,HARRIMAN,TAP135873,115.0,AC; OVERHEAD,IN SERVICE,0.090236115008573,"MULTILINESTRING ((-72.9909856 42.6916999, -72.9894828 42.6933597, -72.9873543 42.6957098, -72.9835405 42.6999204, -72.9823914 42.7011891, -72.9798245 42.704023, -72.9759645 42.7082846, -72.9744634 42.7099419, -72.970879 42.7138991, -72.9656022 42.719725, -72.9620501 42.7236466, -72.9589922 42.7270227, -72.9526703 42.7340023, -72.947534 42.739672, -72.9466095 42.7406924, -72.9456372 42.7417654, -72.9448835 42.742597, -72.9440672 42.7434978, -72.9432182 42.7444349, -72.9424017 42.7453359, -72.941648 42.7461677, -72.9408967 42.7469966, -72.9403363 42.747615, -72.9397535 42.7482581, -72.9389684 42.7491245, -72.9378503 42.7503582, -72.9372927 42.7509735, -72.936457 42.7518957, -72.9356683 42.7527656, -72.9348512 42.7536673, -72.933975 42.7546339, -72.9335428 42.755111, -72.9327749 42.7559583, -72.9321221 42.7566744, -72.9306732 42.7576244, -72.9302274 42.7579276, -72.9299552 42.758031))"
41540,41541,130604,WARRIOR RIDGE HYDRO,TAP140656,-999999.0,OVERHEAD,IN SERVICE,0.0211807686943219,"MULTILINESTRING ((-78.0344111 40.5412372, -78.0349245 40.5410542, -78.0392313 40.5386629, -78.0413371 40.5371995, -78.0434727 40.5356945, -78.0521874 40.5313579, -78.0528894 40.5309772))"
30877,30878,117690,UNKNOWN124763,TAP138313,-999999.0,OVERHEAD,IN SERVICE,0.0393990038678256,"MULTILINESTRING ((-87.1838082 39.4689313, -87.184003 39.4687621, -87.1840316 39.4684492, -87.1837259 39.4679274, -87.1867044 39.4651535, -87.1893123 39.4617842, -87.1933954 39.4565589, -87.1945185 39.4559783, -87.2009193 39.4529422, -87.2010002 39.4480452, -87.2013095 39.4475931, -87.2013476 39.445285, -87.2072915 39.4453993, -87.2077816 39.4442904))"
32511,32512,119679,TAP140738,LITTLE REST ROAD,115.0,AC; OVERHEAD,IN SERVICE,0.1742845007001393,"MULTILINESTRING ((-72.0279832 42.1362623, -72.0281605 42.1363039, -72.0284865 42.1367111, -72.0288571 42.1371457, -72.029812 42.1383314, -72.0305998 42.1392926, -72.031735 42.140661, -72.0326915 42.1410177, -72.0349027 42.141848, -72.0370653 42.1426545, -72.0385828 42.1432142, -72.0401439 42.1438054, -72.0412393 42.1442127, -72.0423385 42.1446215, -72.0434293 42.1450264, -72.0453543 42.1457407, -72.0466346 42.1462159, -72.0477575 42.1466326, -72.0493446 42.1472215, -72.0521886 42.148277, -72.0532045 42.1486539, -72.054561 42.1491573, -72.0569986 42.1500618, -72.0595291 42.1510009, -72.0606468 42.1514368, -72.0622109 42.1520136, -72.0629986 42.1523043, -72.06439 42.1527962, -72.0678033 42.1541039, -72.0683982 42.154321, -72.0700109 42.1549093, -72.0727018 42.1558909, -72.0731521 42.1560551, -72.0749873 42.1567246, -72.0764355 42.1572528, -72.0776745 42.1577047, -72.0800811 42.1585827, -72.0817732 42.1592, -72.0842836 42.1601157, -72.0857934 42.1606663, -72.0865502 42.1609424, -72.0884596 42.1616142, -72.0893794 42.1619594, -72.0906038 42.1624211, -72.091869 42.1628669, -72.0932312 42.1634064, -72.0948962 42.1640853, -72.096338 42.1646865, -72.0977137 42.1652273, -72.1002694 42.1662481, -72.1014444 42.1667173, -72.1031057 42.1673808, -72.1057537 42.1684383, -72.1068075 42.1688593, -72.1092854 42.169849, -72.1102154 42.1702204, -72.1115927 42.1707705, -72.1123752 42.1710829, -72.1140288 42.1717434, -72.1151022 42.172172, -72.1167368 42.1728249, -72.118317 42.1734559, -72.1193382 42.1738638, -72.1208121 42.1744524, -72.1223305 42.1750587, -72.1238437 42.1748729, -72.1253168 42.1746918, -72.1280106 42.1743608, -72.1295832 42.1741676, -72.1309125 42.1740044, -72.132126 42.1738553, -72.1334035 42.1736983, -72.1355565 42.1734338, -72.1373228 42.1732169, -72.1396151 42.1729353, -72.1402144 42.1728617, -72.1427981 42.1725442, -72.1450949 42.172262, -72.1469609 42.1720327, -72.1487629 42.1718114, -72.1496301 42.1717048, -72.1505399 42.1715931, -72.1518485 42.1714323, -72.1543133 42.1711295, -72.1550749 42.1710359, -72.1562709 42.1708889, -72.1591789 42.1705317, -72.161492 42.1702475, -72.1639638 42.1699438, -72.1650438 42.1698111, -72.1667188 42.1696053, -72.1675765 42.1695002, -72.1697304 42.1692314, -72.1708345 42.1690832, -72.1726373 42.1688646, -72.1739082 42.1687035, -72.1752879 42.1685295, -72.1764193 42.1683857, -72.178086 42.1681714, -72.1801702 42.1679082, -72.182033 42.1672955, -72.183694 42.166749, -72.185555 42.1661435, -72.1862807 42.1659076, -72.1878699 42.1653811, -72.1893952 42.1648864, -72.1907205 42.1644448, -72.1925673 42.1638311, -72.1927637 42.1639316))"
10765,10766,158920,TAP158689,WARRENS,69.0,AC; OVERHEAD,IN SERVICE,0.1154900007876436,"MULTILINESTRING ((-90.511499 44.011059, -90.511518 44.013903, -90.510043 44.013927, -90.510085 44.019828, -90.510091 44.023986, -90.511316 44.025312, -90.512232 44.026728, -90.512815 44.028061, -90.51313 44.029399, -90.51451 44.036811, -90.514623 44.037727, -90.514659 44.03862, -90.514659 44.041517, -90.514653 44.042326, -90.51465 44.04311, -90.514785 44.044373, -90.516095 44.051494, -90.517027 44.05542, -90.517698 44.057768, -90.518487 44.060113, -90.519918 44.064075, -90.520842 44.066656, -90.522709 44.071806, -90.5247 44.077413, -90.525661 44.07964, -90.526721 44.08165, -90.527731 44.083581, -90.52928 44.085801, -90.530782 44.088035, -90.531603 44.089252, -90.532107 44.090144, -90.532535 44.091033, -90.532927 44.092311, -90.533124 44.093474, -90.533274 44.09578, -90.533416 44.098314, -90.533609 44.099489, -90.53383 44.100873, -90.533738 44.101991, -90.533948 44.104739, -90.534277 44.109407, -90.538706 44.109307, -90.539523 44.109075, -90.544734 44.108965, -90.5446885 44.1086293))"
